MSOACD,NaPTANID,Distance
E02005368,9100MRKTHRB,13044.7277389
E02005369,9100MRKTHRB,9543.80435015
E02005466,9100SPALDNG,16854.5306428
E02005467,9100SPALDNG,11625.7468576
E02005464,9100HCKNGTN,770.863428864
E02005465,9100SWSHEAD,10131.6080692
E02005462,9100SLEFD,253.22184804
E02005463,9100SLEFD,1000.30219861
E02005460,9100RSKNGTN,4364.55409302
E02005461,9100SLEFD,3103.02815742
E02005468,9100SPALDNG,6727.36010452
E02005469,9100SPALDNG,2514.72990435
E02005700,9100WLNGBRO,6387.44836243
E02005701,9100WLNGBRO,5082.42356129
E02005656,9100NMPTN,6275.05075578
E02005657,9100NMPTN,2880.88559614
E02005654,9100NMPTN,7259.23737531
E02005655,9100NMPTN,4740.25655593
E02005652,9100NMPTN,3880.20917944
E02005653,9100NMPTN,6108.7405273
E02005650,9100NMPTN,4120.38038329
E02005651,9100NMPTN,4860.03886705
E02005658,9100NMPTN,2798.95728502
E02005659,9100NMPTN,4277.57024693
E02004126,9100BURTNOT,6567.11631085
E02004124,9100BURTNOT,6293.17776812
E02004125,9100BURTNOT,5199.44401525
E02004122,9100WLNTNON,1954.56141087
E02004123,9100PEARTRE,8507.66400179
E02004120,9100PEARTRE,3373.11241375
E02004121,9100SPDN,5636.57414487
E02004128,9100BURTNOT,7563.41787762
E02004076,9100UTOXETR,15474.4173476
E02004077,9100UTOXETR,9773.71354298
E02004074,9100CROMFD,3913.72134378
E02004075,9100CROMFD,12127.2372468
E02005846,9100WORKSOP,1220.69509785
E02004072,9100MATLOCK,737.023910077
E02005847,9100WORKSOP,1316.66701493
E02004073,9100MATLOCK,760.648441677
E02005844,9100RTFD,474.252932181
E02004070,9100MATLOCK,11304.7968303
E02004071,9100MATLOCK,4056.28581036
E02005842,9100RTFDLL,993.339223895
E02005843,9100SHRKSKS,1709.38771465
E02005840,9100WORKSOP,1622.05339143
E02004078,9100ILKES,1479.23669734
E02006834,9100BULWELL,2651.11590587
E02006835,9100BULWELL,2853.70654103
E02005849,9100RTFDLL,8246.97403818
E02005376,9100RUGBY,9288.82819367
E02005377,9100BAROWOS,11717.4151021
E02005374,9100MRKTHRB,788.47546574
E02005375,9100MRKTHRB,694.155887859
E02005372,9100NARBRO,9236.01217512
E02005373,9100MRKTHRB,1550.14094654
E02005370,9100NARBRO,5025.23450621
E02005371,9100WGSTS,8567.43781766
E02005378,9100LESTER,7313.64192681
E02005379,9100LESTER,7968.3517693
E02005476,9100ANCASTR,5377.00399724
E02005477,9100GTHM,6131.85485989
E02005475,9100SPALDNG,12241.779003
E02005472,9100KLYNN,16366.984793
E02005473,9100SPALDNG,1159.24903875
E02005470,9100SPALDNG,310.466469399
E02005471,9100SPALDNG,1200.67330893
E02005478,9100GTHM,1861.50181512
E02005479,9100GTHM,1626.2571327
E02005626,9100LNGBKBY,7403.71026169
E02005627,9100LNGBKBY,6788.37648142
E02005624,9100LNGBKBY,5739.28549901
E02005625,9100LNGBKBY,6790.03838357
E02005622,9100LNGBKBY,3342.28673041
E02005623,9100NMPTN,6953.41081435
E02005620,9100NMPTN,10021.828174
E02005621,9100RUGBY,7392.63872349
E02005628,9100BNBR,14768.7586938
E02005629,9100STAMFD,9335.19273577
E02005906,9100ASLCKTN,895.453926536
E02005907,9100BINGHAM,637.270564596
E02005904,9100NWRKCAS,3309.46252462
E02005905,9100LOWDHAM,631.784903401
E02005902,9100NWRKCAS,1925.16084934
E02005903,9100NEWANG,2972.09346891
E02005900,9100FISKRTN,3685.89475909
E02005901,9100NEWANG,1254.96797332
E02005908,9100RADNOT,348.349277073
E02005909,9100NTNG,2203.92484931
E02002866,9100STAMFD,5120.77268347
E02002867,9100OAKHAM,9120.29788988
E02002864,9100OAKHAM,814.851199144
E02002865,9100OAKHAM,441.739480388
E02002862,9100WGSTS,1435.41444324
E02002863,9100OAKHAM,7560.85901174
E02002860,9100WGSTS,2359.0582036
E02002861,9100WGSTS,1782.02469976
E02004046,9100WHWLL,1469.74762007
E02004047,9100CRWLL,96.9504955119
E02004044,9100DUFIELD,776.432603968
E02004045,9100CRWLL,3843.34308831
E02002868,9100BULWELL,1762.94539288
E02005856,9100BESTON,3081.15426201
E02002869,9100BULWELL,842.572509602
E02005857,9100ATNBRO,4430.36448053
E02004043,9100BELPER,4280.32755787
E02004040,9100LGML,2051.74023209
E02004041,9100LGML,990.077777978
E02005852,9100LGML,3007.16354043
E02005853,9100ILKES,3636.28466642
E02005850,9100LGML,2234.83291518
E02005851,9100LGML,1688.69552612
E02004048,9100LGWITH,5956.21665847
E02004049,9100LGWITH,5183.81281061
E02006804,9100WDHOUSE,6421.35030095
E02005858,9100BESTON,1672.10076537
E02005859,9100ATNBRO,3521.38544729
E02005346,9100LOGHBRO,581.62257479
E02005347,9100LOGHBRO,1622.02997269
E02005344,9100HINCKLY,6159.90699509
E02005345,9100LOGHBRO,3162.39998906
E02005342,9100NARBRO,1885.9776487
E02005343,9100WGSTS,3109.49119451
E02005340,9100WGSTS,2224.21990928
E02005341,9100NARBRO,1869.47590878
E02005348,9100LOGHBRO,3223.37520026
E02005349,9100LOGHBRO,6952.30512677
E02005446,9100LINCLNC,849.795493108
E02005447,9100LINCLNC,621.06428535
E02005444,9100LINCLNC,1539.93860659
E02005442,9100LINCLNC,2739.70796498
E02005443,9100LINCLNC,3132.61068801
E02005440,9100WAINFLT,336.139158595
E02005441,9100BOSTON,11171.4541498
E02005448,9100HYKEHAM,2481.6176558
E02005449,9100LINCLNC,1447.8887187
E02005637,9100WLNGBRO,5934.00880267
E02005634,9100WLNGBRO,4765.70957427
E02005635,9100WLNGBRO,5613.18906981
E02005632,9100WLNGBRO,10294.7933849
E02005633,9100WLNGBRO,10377.6523794
E02005630,9100CORBY,14912.0481683
E02005631,9100KETR,13403.5307445
E02005638,9100WLNGBRO,5969.45335643
E02005639,9100KETR,5621.48203345
E02004106,9100DRONFLD,3157.05256185
E02004104,9100BUXTON,1530.07850218
E02005916,9100BESTON,4850.15927627
E02004105,9100KVTNBDG,4036.07563082
E02005917,9100RADNOT,8266.84761124
E02004102,9100BUXTON,118.007677568
E02005914,9100RADNOT,4637.08290914
E02004103,9100BUXTON,947.803691283
E02005915,9100BINGHAM,5357.34484356
E02004100,9100WHALYBG,503.543654141
E02005912,9100NTNG,3203.81859593
E02005913,9100NTNG,3820.77663294
E02005910,9100NTNG,2186.18610065
E02005911,9100NTNG,3562.8528455
E02004108,9100DRONFLD,350.905817487
E02004109,9100DRONFLD,2059.11469312
E02005918,9100RADNOT,9010.89646194
E02002876,9100BULWELL,1920.18983722
E02002877,9100NTNG,3751.42849515
E02002874,9100BULWELL,3441.9051088
E02002875,9100BULWELL,1768.15571251
E02002872,9100BULWELL,829.741572321
E02002873,9100BULWELL,2146.98505104
E02002871,9100BULWELL,553.299522466
E02004056,9100CHFD,6055.73880683
E02004057,9100CHFD,3524.82032858
E02004054,9100ALFRETN,2933.92591629
E02002878,9100BULWELL,2465.52386601
E02005826,9100KRKYCEN,404.402277858
E02004055,9100CHFD,3545.18795901
E02002879,9100BULWELL,3118.00062174
E02005827,9100KRKYCEN,459.65532138
E02004052,9100ALFRETN,4659.08162534
E02005824,9100STTNPWY,2296.0634442
E02004053,9100ALFRETN,2017.66593061
E02005825,9100KRKYCEN,1200.25509196
E02004050,9100SHRBROK,1342.42164524
E02005822,9100STTNPWY,1626.56823618
E02004051,9100SHRBROK,1122.81028449
E02005823,9100STTNPWY,1806.79114266
E02005820,9100STTNPWY,2531.01221853
E02005821,9100STTNPWY,3870.73123341
E02006816,9100LESTER,5744.96207858
E02006817,9100WGSTS,2598.97871032
E02004058,9100CHFD,2789.35027702
E02004059,9100CHFD,2180.04665707
E02006815,9100LESTER,4931.26852735
E02005828,9100KRKYCEN,2192.0716583
E02005829,9100KRKYCEN,4343.86078629
E02006818,9100WGSTS,2158.22959009
E02006819,9100LESTER,4527.0598396
E02005356,9100BAROWOS,1816.65249474
E02005357,9100SILEBY,384.828774191
E02005354,9100LOGHBRO,3248.99828654
E02005355,9100BAROWOS,350.14333936
E02005352,9100BAROWOS,3778.21744308
E02005353,9100LOGHBRO,2260.39870182
E02005350,9100LOGHBRO,6285.9674898
E02005351,9100LOGHBRO,3032.70376816
E02005358,9100SILEBY,2410.3102684
E02005359,9100SYSTON,2778.24677295
E02005502,9100LINCLNC,6812.36445529
E02005500,9100SAXILBY,717.357628581
E02005501,9100LINCLNC,5943.14645823
E02005456,9100HYKEHAM,4490.13551972
E02005457,9100MTHRNGH,2189.32553753
E02005455,9100SWNDRBY,3715.67179153
E02005452,9100HYKEHAM,2438.34920211
E02005453,9100LINCLNC,4235.00517416
E02005450,9100HYKEHAM,2121.11084638
E02005451,9100LINCLNC,2689.05006883
E02005458,9100MTHRNGH,10221.2871679
E02005459,9100RSKNGTN,6630.31657487
E02005687,9100KINSSTN,16059.8057605
E02005686,9100BNBR,4482.48485188
E02005685,9100NMPTN,13523.5357676
E02005684,9100NMPTN,13036.1070361
E02005683,9100NMPTN,7805.17083308
E02005682,9100NMPTN,7901.24300188
E02005681,9100NMPTN,7151.40372923
E02005680,9100NMPTN,4228.9293208
E02005689,9100KINSSTN,9086.77604374
E02005688,9100WLVR,5824.779238
E02004116,9100ALFRETN,7591.36579077
E02004117,9100ALFRETN,3942.6348303
E02004114,9100CHFD,5222.6476558
E02004115,9100CHFD,7265.76137096
E02004112,9100CHFD,3861.2467125
E02004113,9100CHFD,5974.93381142
E02004110,9100DRONFLD,605.179195901
E02004111,9100CHFD,2613.08220136
E02004118,9100TUTBURY,1006.42579529
E02004119,9100TUTBURY,3644.60097545
E02002846,9100LESTER,2812.49286889
E02002847,9100LESTER,1806.85582965
E02002844,9100LESTER,802.990260639
E02002845,9100LESTER,2784.24312713
E02002842,9100LESTER,1967.33002221
E02002843,9100LESTER,1497.91892407
E02002848,9100LESTER,950.6814248
E02005836,9100GBROC,4715.95568382
E02002849,9100LESTER,1821.98019551
E02005837,9100RTFD,7938.45456203
E02005834,9100HUCKNAL,1995.23423506
E02005835,9100DONC,12543.504461
E02005832,9100HUCKNAL,605.915466588
E02005833,9100HUCKNAL,2139.63143825
E02005830,9100LGML,4549.92978762
E02004029,9100ALFRETN,880.763297606
E02005838,9100SHRKSKS,5096.22162839
E02005839,9100RTFD,1720.44085743
E02005426,9100CLTHRPS,21405.4664012
E02005427,9100CLTHRPS,21878.0547664
E02005424,9100CLTHRPS,7887.87524053
E02005425,9100CLTHRPS,17179.5458499
E02005422,9100SWSHEAD,3483.33919769
E02005423,9100BOSTON,5655.10805637
E02005420,9100BOSTON,1757.79718229
E02005428,9100SKEGNES,22910.4276166
E02005429,9100SKEGNES,19182.0656727
E02002797,9100DRBY,4043.11245182
E02002796,9100DUFIELD,3826.51141348
E02002799,9100DRBY,2813.94778082
E02002798,9100SPDN,3838.60434206
E02005616,9100CORBY,604.607207215
E02005697,9100WLNGBRO,1496.58061276
E02005617,9100CORBY,2092.10454719
E02005696,9100WLNGBRO,3284.27683986
E02005614,9100CORBY,1004.38433831
E02005695,9100WLNGBRO,427.760395368
E02005615,9100CORBY,2414.0218004
E02005694,9100WLNGBRO,2724.10111016
E02005612,9100CORBY,1916.32820558
E02005693,9100WLNGBRO,1734.19571971
E02005613,9100CORBY,1902.71233408
E02005692,9100WLNGBRO,4103.12591856
E02005691,9100KINSSTN,3103.93497589
E02005690,9100KINSSTN,8913.75453151
E02005699,9100WLNGBRO,2346.60141632
E02005619,9100MRKTHRB,10790.7585074
E02005698,9100WLNGBRO,2509.8281055
E02002904,9100BESTON,3216.96174273
E02002902,9100BESTON,2473.96247182
E02002903,9100BESTON,2405.46252217
E02002901,9100BESTON,2979.29954391
E02006866,9100HYKEHAM,1680.61454059
E02006867,9100HYKEHAM,1005.3005109
E02006865,9100BOSTON,1201.42379187
E02006862,9100CORBY,3598.9834044
E02006863,9100CORBY,2242.87109213
E02002856,9100LESTER,1803.16198273
E02002857,9100LESTER,2618.52096452
E02002854,9100LESTER,2889.89507306
E02002855,9100LESTER,2297.48638397
E02002852,9100LESTER,4127.00796995
E02002853,9100LESTER,1739.23245605
E02002851,9100LESTER,3915.36326121
E02004036,9100LGML,4690.27457513
E02004037,9100BELPER,1400.80099758
E02004034,9100AMBERGT,4565.10684232
E02002858,9100LESTER,2980.54197452
E02005887,9100MFLDTWN,558.121388962
E02006733,9100RDIT,4708.8137301
E02006730,9100RDIT,2713.64677697
E02006731,9100RDIT,2498.96025607
E02006738,9100WORCSSH,1227.05612989
E02006739,9100WORCSFS,1611.07168704
E02002166,9100WVRMPTN,1597.95878289
E02002167,9100WVRMPTN,4511.86427161
E02002164,9100WVRMPTN,1292.70055403
E02002165,9100WVRMPTN,1961.70341339
E02002162,9100BILBROK,3054.29192096
E02002163,9100WVRMPTN,1348.33989014
E02002160,9100WVRMPTN,3566.35552319
E02002161,9100WVRMPTN,2100.69073822
E02002168,9100WVRMPTN,1750.8937205
E02002169,9100WVRMPTN,3191.17573955
E02001926,9100BOURNVL,1067.244933
E02001927,9100SELYOAK,2567.70662845
E02001924,9100HLGN,675.724100161
E02001925,9100SELYOAK,971.213884379
E02001922,9100SELYOAK,294.98955444
E02001923,9100HLGN,658.992626218
E02001920,9100UNVRSYB,4091.47006713
E02001921,9100SELYOAK,2134.5834046
E02006187,9100STRBDGT,5977.57763914
E02002916,9100HEREFRD,317.750149407
E02002917,9100HEREFRD,1836.62695878
E02006184,9100BILBROK,3450.68800308
E02002914,9100HEREFRD,2266.31651838
E02006183,9100BILBROK,3526.07050871
E02002915,9100HEREFRD,591.244865589
E02006182,9100CODSALL,404.58491026
E02001928,9100NRTF,4200.77940355
E02002912,9100HEREFRD,4712.61231963
E02006181,9100BILBROK,426.539366841
E02001929,9100OLTON,1352.53204569
E02002913,9100CLWALL,1828.67332803
E02006180,9100BLOXN,2826.60463133
E02002910,9100KNIGHTN,16988.2019538
E02002911,9100HEREFRD,7044.3005901
E02006189,9100BARLSTN,373.976561418
E02006188,9100BLYBDGE,2258.05076921
E02002918,9100HEREFRD,1690.34240599
E02002919,9100HEREFRD,2278.9613496
E02001876,9100BHAMSNH,699.513097574
E02001877,9100ADERLYP,910.716668951
E02001874,9100ADERLYP,1441.42007802
E02001875,9100BHAMJEW,641.994631062
E02001872,9100LEAHALL,2158.04110906
E02001873,9100BHAMJEW,1413.95715149
E02001870,9100STECHFD,1605.85440821
E02001871,9100LEAHALL,1899.46956587
E02001878,9100ADERLYP,492.623159245
E02001879,9100BHAMJEW,1978.14750556
E02002006,9100COSELEY,3417.80072513
E02002087,9100MRSTNGR,1369.97362752
E02002007,9100COSELEY,4276.70371563
E02002086,9100MRSTNGR,1929.20689094
E02002004,9100COSELEY,2233.53752524
E02002085,9100LEAHALL,2545.5327409
E02002005,9100TIPTON,1900.78146207
E02002084,9100WTRORTN,2287.80918287
E02002002,9100COSELEY,3084.46502398
E02002083,9100WTRORTN,2063.83832329
E02002003,9100COSELEY,907.427473207
E02002082,9100WTRORTN,1415.79605949
E02002000,9100COSELEY,456.135890629
E02002081,9100WTRORTN,2781.57250699
E02002001,9100COSELEY,2198.08332793
E02002080,9100OLHL,1162.80816268
E02002008,9100TIPTON,3320.21829371
E02002089,9100MRSTNGR,689.046249931
E02002009,9100DUDLPT,2122.36379743
E02002088,9100MRSTNGR,2064.05229364
E02006206,9100CONGLTN,5149.38417665
E02006207,9100KIDSGRV,4928.98275479
E02006204,9100CONGLTN,13157.5420851
E02006205,9100CONGLTN,5050.80465657
E02006202,9100STAFFRD,9285.26842135
E02006203,9100STAFFRD,2265.58122705
E02006200,9100STAFFRD,1685.74464074
E02006201,9100STAFFRD,3491.44161791
E02006208,9100CONGLTN,12362.7180851
E02006209,9100CONGLTN,12826.0627655
E02006468,9100PWTH,613.378452273
E02006469,9100WILNECT,4374.91617966
E02006706,9100BRMSGRV,1967.8976546
E02006707,9100BRMSGRV,833.33866855
E02006704,9100ALVCHRC,783.858260009
E02006705,9100BRMSGRV,2644.49524741
E02006702,9100BGRN,4331.36052817
E02006703,9100BGRN,3436.82478192
E02006700,9100WYTH,880.888453953
E02006701,9100BGRN,852.714574063
E02006780,9100HBRY,4719.1408248
E02006708,9100BRMSGRV,1426.17446265
E02006709,9100BRMSGRV,1425.23383514
E02002176,9100WVRMPTN,4254.64674122
E02002177,9100WVRMPTN,2543.95154754
E02002174,9100WVRMPTN,2987.29782356
E02002175,9100COSELEY,2936.46945344
E02002170,9100WVRMPTN,3698.76086807
E02002171,9100WVRMPTN,2754.39531876
E02002178,9100WVRMPTN,2782.58644751
E02002179,9100WVRMPTN,4153.01600144
E02001936,9100BOURNVL,1935.32130442
E02001937,9100YRDLYWD,1230.90035933
E02001934,9100YRDLYWD,1156.53870021
E02001935,9100NRTF,1929.7335602
E02001932,9100NRTF,2766.54754939
E02001933,9100BOURNVL,1074.7100672
E02001930,9100BOURNVL,2572.9410394
E02001931,9100YRDLYWD,980.587520061
E02006196,9100STAFFRD,1484.43752917
E02006195,9100RUGL,6168.36019679
E02006194,9100STAFFRD,2010.73866496
E02006193,9100STAFFRD,2812.94196061
E02006192,9100NTNB,4116.70193835
E02001938,9100BOURNVL,348.261530075
E02006191,9100STONE,2441.94257596
E02001939,9100KNORTON,1731.74936187
E02006190,9100STONE,739.197312493
E02006118,9100RUGL,1490.1140072
E02006119,9100RUGLTWN,926.309975367
E02006198,9100STAFFRD,2374.61366874
E02001846,9100ERDNGTN,1036.7003212
E02001847,9100CHSRD,2891.15167454
E02001844,9100CHSRD,433.575063859
E02001845,9100HAMSTED,1721.88612246
E02001842,9100HAMSTED,1156.31221914
E02001843,9100PRYBR,2787.29300861
E02001840,9100ERDNGTN,2440.9751383
E02001841,9100WYGN,727.407769903
E02006026,9100GOBOWEN,8933.15484239
E02006027,9100GOBOWEN,9598.79809846
E02006024,9100GOBOWEN,3694.54422648
E02006025,9100GOBOWEN,4267.53644904
E02006022,9100YORTON,5557.64238118
E02001848,9100WITTON,2038.23291826
E02006023,9100GOBOWEN,1560.83279059
E02001849,9100ERDNGTN,175.023796142
E02006020,9100PREES,13731.2517393
E02006021,9100YORTON,4927.24557965
E02002016,9100CRADLYH,3701.0149537
E02002017,9100CRADLYH,2447.83903504
E02002096,9100SOLIHUL,1054.53466487
E02002014,9100DUDLPT,3143.70569937
E02002095,9100SOLIHUL,2265.0635616
E02002015,9100LYEE,4630.92306521
E02002094,9100OLTON,977.375401136
E02002012,9100CRADLYH,4165.47150607
E02002093,9100OLTON,542.014701433
E02002013,9100STRBDGT,5855.4019688
E02002092,9100OLTON,930.169078248
E02002010,9100TIPTON,3118.8704888
E02002091,9100OLTON,2132.65178989
E02006028,9100SHRWBY,6556.59888575
E02002011,9100STRBDGT,5763.12562399
E02002090,9100OLTON,1459.56368554
E02006029,9100SHRWBY,2604.87946696
E02002018,9100STRBDGT,4187.88312098
E02002099,9100SOLIHUL,371.381218577
E02002019,9100CRADLYH,1674.62234824
E02002098,9100SHIRLEY,2063.53457916
E02006216,9100BLYBDGE,5624.72943375
E02006214,9100BLYBDGE,5705.17587128
E02006215,9100BLYBDGE,676.530304351
E02006212,9100LNTN,5004.41457919
E02006213,9100BLYBDGE,7691.53716916
E02006210,9100BLYBDGE,16111.1952363
E02006211,9100LNGP,7294.22936946
E02006218,9100TMWTHLL,949.549959281
E02006219,9100TMWTHHL,2132.37280503
E02006526,9100WARWICK,847.135381212
E02006527,9100LMNGTNS,1173.43646628
E02006524,9100LMNGTNS,2272.76844503
E02006525,9100LMNGTNS,1635.87199142
E02006522,9100LAPWRTH,2671.68611824
E02006523,9100LMNGTNS,3821.97230083
E02006520,9100TILEH,5591.2813311
E02006521,9100WARWICK,5632.25841124
E02006528,9100LMNGTNS,963.804833058
E02006529,9100WARWICK,967.340965175
E02006476,9100NNTN,2808.46568232
E02006477,9100NNTN,1341.25580166
E02006474,9100BERMPK,7651.42898827
E02006475,9100NNTN,1019.60001551
E02006472,9100ATHRSTN,4374.37461111
E02006473,9100COLESHL,1295.74202146
E02006470,9100ATHRSTN,766.705422467
E02006471,9100WILNECT,5207.64291498
E02006478,9100NNTN,3835.87895245
E02006479,9100NNTN,878.919758761
E02006716,9100GTMLVRN,1098.36576668
E02006717,9100WORCSSH,6836.44020941
E02006714,9100MLVRNLK,4641.68737068
E02006715,9100MLVRNLK,935.185956278
E02006712,9100MLVRNLK,6308.84391545
E02006713,9100MLVRNLK,406.558457367
E02006710,9100LUDLOW,14183.8303651
E02006711,9100HBRY,9906.0239989
E02006718,9100GTMLVRN,953.0081263
E02006719,9100GTMLVRN,775.571099649
E02002966,9100STOKEOT,614.721259838
E02002967,9100LNTN,2541.93624208
E02002964,9100STOKEOT,2982.84390663
E02002965,9100STOKEOT,1284.79729022
E02002962,9100STOKEOT,4056.68269817
E02002963,9100STOKEOT,2765.66491111
E02002960,9100STOKEOT,3606.32920685
E02002961,9100LNGP,2336.19725953
E02002146,9100BSCTSTA,1080.36682394
E02002147,9100COSELEY,3281.40596206
E02002144,9100TAMEBDG,2729.55987534
E02002145,9100BSCTSTA,3401.24674739
E02002142,9100BSCTSTA,2625.49627376
E02002143,9100BSCTSTA,1130.46974402
E02002140,9100BSCTSTA,1484.9459535
E02002968,9100STOKEOT,1648.20994768
E02002969,9100STOKEOT,1068.58428557
E02002148,9100HAMSTED,3330.46834149
E02001906,9100ROWLEYR,3157.16355551
E02001987,9100CANLEY,1238.91380227
E02002149,9100WVRMPTN,4251.88958121
E02001907,9100MRSTNGR,1905.02820678
E02001986,9100TILEH,1599.62510455
E02001904,9100TYSL,1192.60233993
E02001985,9100COVNTRY,1486.2893285
E02001905,9100UNVRSYB,1161.03409222
E02001984,9100COVNTRY,2746.87676194
E02001902,9100ACOCKSG,1484.56713861
E02001983,9100CANLEY,1061.87074304
E02001903,9100SMLHTH,782.096119945
E02001982,9100TILEH,2097.02791181
E02001900,9100FIVEWYS,1119.64570753
E02001981,9100COVNTRY,1929.98841609
E02001901,9100UNVRSYB,1555.36126695
E02001980,9100CANLEY,2473.40554415
E02006900,9100ADERLYP,1119.43379711
E02006901,9100TYSL,1475.74931228
E02001908,9100SMLHTH,925.674379145
E02001989,9100CANLEY,1329.59738421
E02001909,9100SMLHTH,1566.68231627
E02001988,9100COVNTRY,506.318537525
E02001856,9100GRAVLYH,703.564143755
E02001857,9100GRAVLYH,481.228873453
E02001854,9100ERDNGTN,1357.98554323
E02001855,9100WTRORTN,3069.2645247
E02001852,9100GRAVLYH,1271.64051948
E02001850,9100HAMSTED,834.44029182
E02001851,9100CHSRD,1824.22324268
E02006036,9100SHRWBY,1533.92951857
E02006037,9100SHRWBY,2138.4504214
E02006034,9100SHRWBY,3086.61864819
E02006035,9100SHRWBY,2028.06353685
E02006032,9100SHRWBY,1642.37102211
E02001858,9100PRYBR,1606.61236951
E02006033,9100SHRWBY,522.726324958
E02001859,9100WITTON,674.914747898
E02006030,9100SHRWBY,2967.95666416
E02006031,9100SHRWBY,702.251228005
E02006038,9100SHRWBY,4366.35899982
E02006039,9100SHRWBY,11505.6227045
E02006532,9100WARWPWY,903.891592728
E02006533,9100LMNGTNS,2078.41870258
E02006530,9100WARWICK,1272.01038251
E02006531,9100LMNGTNS,685.9547158
E02006166,9100LNGP,1888.15342932
E02002976,9100LNTN,1639.53297477
E02006167,9100LNGP,3421.9493205
E02002977,9100LNTN,941.532363698
E02006164,9100LNGP,2385.7852961
E02002974,9100LNTN,2587.28885845
E02006165,9100LNGP,858.264276042
E02002975,9100LNTN,1259.30705945
E02006162,9100ALSAGER,4761.37969475
E02002972,9100LNTN,714.244883631
E02006163,9100LNGP,1314.548576
E02002973,9100STOKEOT,2297.54897683
E02006160,9100KIDSGRV,901.852447219
E02002970,9100STOKEOT,1633.76698403
E02006161,9100LNGP,2782.38997511
E02002971,9100LNTN,886.546391118
E02002156,9100WVRMPTN,2994.43297899
E02002157,9100BILBROK,2567.41804602
E02002154,9100WVRMPTN,2988.51789767
E02002155,9100WVRMPTN,2659.91322184
E02002152,9100WVRMPTN,3413.08055511
E02002153,9100BLOXN,3056.78245826
E02002150,9100BILBROK,3447.97024413
