MSOACD,NaPTANID,Distance
E02006005,9100SPTN,10790.5500557
E02005058,9100GRVSEND,1236.88722276
E02006002,9100FINSTCK,7800.07266889
E02004816,9100ANDOVER,1758.42311463
E02005059,9100GRVSEND,1143.5039699
E02006003,9100HANDBRO,4753.72511414
E02004817,9100ANDOVER,333.284191436
E02006000,9100FINSTCK,6913.58763477
E02004814,9100ANDOVER,1457.65705478
E02006001,9100FINSTCK,8073.60222642
E02006829,9100RWLNDSC,3360.67505589
E02004815,9100ANDOVER,1704.72115291
E02004812,9100ALDRSHT,700.13280056
E02004813,9100ALDRSHT,1362.82203513
E02004810,9100ALDRSHT,1076.53614101
E02004811,9100ALDRSHT,949.025350841
E02004818,9100ANDOVER,1295.47659529
E02004819,9100ANDOVER,1068.7659849
E02003366,9100BCKWATR,1484.09661177
E02003367,9100NEWBRYR,10766.5152356
E02003364,9100SNDHRST,1981.14478523
E02003365,9100SNDHRST,461.878882899
E02003362,9100BRACKNL,2511.59660339
E02003363,9100CRWTHRN,1331.77521744
E02003360,9100BRACKNL,2217.30053709
E02003361,9100BRACKNL,1894.62194649
E02003368,9100HUNGRFD,10202.613196
E02006356,9100LRDGFD,272.305164845
E02003369,9100PANGBRN,1282.25600186
E02006357,9100ASHH,1496.72488389
E02006354,9100LRDGFD,1497.75794372
E02006355,9100GUILDFD,1938.11424818
E02006352,9100GUILDFD,2147.95669259
E02006353,9100ASHH,635.058868494
E02006350,9100LRDGFD,1973.61254185
E02006351,9100LRDGFD,2448.39137402
E02004387,9100NEWHVNT,932.846141677
E02004386,9100NEWHVNT,324.029175785
E02006358,9100GUILDFD,631.949515434
E02004385,9100NEWHVNT,3992.01339431
E02004384,9100SESARDM,4885.71945652
E02004383,9100LEWES,1026.24176359
E02004382,9100GLYNDE,3671.6109089
E02004381,9100LEWES,803.574916988
E02004380,9100PLMPTON,924.446057088
E02004389,9100SEAFORD,894.03830614
E02004388,9100NEWHVNH,3121.42096281
E02003556,9100SWYTHLN,1427.06084935
E02003557,9100STDENYS,1031.91327327
E02003554,9100STDENYS,2672.70603832
E02003555,9100REDBDGE,1812.22042989
E02003552,9100REDBDGE,2699.09569534
E02003553,9100SWYTHLN,789.850257962
E02003550,9100MBRK,3493.33331297
E02003551,9100SWYTHLN,91.6806749593
E02003558,9100MBRK,1878.42945107
E02006587,9100CRAWLEY,2252.66883299
E02003559,9100MBRK,1721.38007705
E02006586,9100IFIELD,1675.20147419
E02006585,9100CRAWLEY,1140.27426802
E02006584,9100IFIELD,1426.02809103
E02006583,9100THBDGS,1304.68492775
E02006582,9100THBDGS,1265.53860981
E02006581,9100CRAWLEY,603.259109349
E02006580,9100IFIELD,416.97918812
E02006589,9100LHVN,193.541722595
E02006588,9100LHVN,1341.36927804
E02003466,9100WLVR,770.222343194
E02003467,9100MKNSCEN,3137.12218032
E02003464,9100WLVR,1721.0235694
E02003465,9100MKNSCEN,3909.20623913
E02003462,9100WLVR,5834.55489323
E02003463,9100WLVR,3779.35005882
E02003460,9100WLVR,4559.37227489
E02003461,9100WLVR,4807.37717587
E02003468,9100WLVR,2762.47058822
E02006456,9100BYFLANH,1426.50025483
E02003469,9100WLVR,1912.60285521
E02006457,9100WBYFLET,621.124275311
E02006454,9100HASLEMR,643.777960691
E02006455,9100HASLEMR,1188.60297387
E02006453,9100WITLEY,6615.60141053
E02006450,9100MLFORD,1613.99127677
E02006451,9100CHLWTH,8638.84380728
E02004406,9100CBGH,2306.89491203
E02004407,9100WADHRST,1505.60082626
E02006458,9100WOKING,1126.80211243
E02004404,9100ERIDGE,421.302879748
E02006459,9100WOKING,1510.17173246
E02004405,9100CBGH,1714.64264337
E02004402,9100BEXHILL,205.31893747
E02004403,9100EGRNSTD,5454.65449097
E02004401,9100CTNG,682.937792712
E02004408,9100CBGH,956.097473718
E02004409,9100BXTD,7216.22154386
E02004756,9100HOOK,493.704913304
E02004757,9100FLEET,1482.70183972
E02004754,9100WNCFILD,2274.64723229
E02004755,9100FLEET,983.758977194
E02004752,9100SNDHRST,2804.15749505
E02004753,9100BCKWATR,903.103851572
E02003706,9100HWYCOMB,1398.98963498
E02004750,9100PHBR,2332.66106261
E02003707,9100HWYCOMB,2702.8444602
E02004751,9100SNDHRST,1772.78367643
E02003704,9100HWYCOMB,3194.28391262
E02003705,9100HWYCOMB,856.171766394
E02003702,9100SUNDRTN,3870.27509448
E02003703,9100HWYCOMB,1065.27701105
E02003701,9100HWYCOMB,2083.62271446
E02004758,9100FLEET,2451.51494053
E02004759,9100FLEET,2848.02371171
E02003708,9100HWYCOMB,2079.03415818
E02003709,9100HWYCOMB,2139.09588025
E02003656,9100BLTCHLY,11448.4434913
E02003657,9100LTNBZRD,6111.4215065
E02003654,9100BLTCHLY,6860.77574978
E02003655,9100BCSTN,10718.0474648
E02003652,9100WLVR,14377.7110443
E02003653,9100WLVR,14101.6077071
E02003658,9100CHDNGTN,5729.5180054
E02006606,9100EGRNSTD,1735.52734052
E02003659,9100AYLSPWY,3633.088128
E02006607,9100EGRNSTD,338.7048229
E02006604,9100EGRNSTD,686.268339244
E02006605,9100THBDGS,3552.175601
E02006602,9100PULBRO,7855.76897451
E02006603,9100LNCG,6581.67565434
E02006600,9100PULBRO,2843.87512022
E02006601,9100HASOCKS,9265.21197147
E02006608,9100EGRNSTD,3992.89591351
E02006609,9100BALCOMB,5495.78159657
E02005936,9100ISLIP,4439.72141067
E02005937,9100OXFPWAY,2427.02569831
E02005934,9100BCSTN,1216.75506258
E02005935,9100BCSTRTN,481.635148894
E02005932,9100BCSTN,946.600870317
E02005933,9100BCSTN,616.585744714
E02005930,9100HEYFORD,4007.49110487
E02005931,9100BCSTN,1914.64369903
E02005116,9100SHRNSOS,752.484536878
E02005117,9100SHRNSOS,3432.69911124
E02005114,9100APDR,11357.8466077
E02005115,9100SHRNSOS,819.615329557
E02005112,9100WENHNGR,10181.4729533
E02005113,9100APDR,11025.9414363
E02005110,9100WENHNGR,2273.30599226
E02005938,9100OXFPWAY,1381.82280634
E02005111,9100SDLG,2483.7620514
E02005939,9100OXFPWAY,2351.62924163
E02005118,9100QUENBRO,2858.26948626
E02005119,9100QUENBRO,274.572140965
E02005026,9100CHARTHM,1267.89327561
E02005027,9100BEKSBRN,2778.24829383
E02005025,9100CNTBE,997.620917866
E02005022,9100CNTBW,1004.55268088
E02006837,9100EWELLE,191.956091982
E02005023,9100CNTBW,1378.16688959
E02005020,9100STURRY,365.97370768
E02005021,9100CNTBW,1777.95670639
E02006832,9100LGFD,3345.915792
E02006833,9100WMALING,850.01171696
E02006830,9100RWLNDSC,4964.85239293
E02006831,9100RWLNDSC,3963.6592504
E02005028,9100DARTFD,1146.81160609
E02006838,9100LIPHOOK,5123.62540048
E02006839,9100HASLEMR,5129.79204659
E02003376,9100HUNGRFD,490.019221661
E02003377,9100MIDGHAM,1966.60150186
E02003374,9100THEALE,2555.59084589
E02003375,9100THEALE,522.715005365
E02003372,9100THEALE,2458.21213575
E02003373,9100NEWBRYR,5873.80461842
E02003370,9100TILHRST,1508.73511811
E02003371,9100TILHRST,1586.47666722
E02003378,9100NEWBURY,1395.95898426
E02006326,9100WONT,370.929283923
E02003379,9100NEWBRYR,1133.37678489
E02006327,9100WONT,1497.22494051
E02006324,9100HERSHAM,965.851891023
E02006325,9100HNCHLYW,481.110956418
E02006322,9100SURBITN,1343.25843778
E02006323,9100WONT,1531.91050665
E02006320,9100HERSHAM,2002.65218723
E02006321,9100TDITTON,329.572396497
E02004397,9100BATTLE,614.265613353
E02004396,9100THOK,478.292283045
E02006328,9100WEYBDGE,1160.92424561
E02004395,9100RYEE,448.23188756
E02006329,9100ESHER,1517.00582462
E02004394,9100RBRTSBD,2618.29987212
E02004393,9100RYEE,5984.35896904
E02004392,9100ETCHNGM,972.694241345
E02004391,9100SEAFORD,310.739119245
E02004390,9100SEAFORD,1711.76394946
E02004399,9100BEXHILL,1429.50427201
E02004398,9100BEXHILL,1500.17111784
E02003526,9100COSHAM,1141.73605644
E02003527,9100PCHESTR,1233.63432309
E02003524,9100PCHESTR,2033.10735063
E02003525,9100COSHAM,1056.45778939
E02003522,9100BRGHTN,2691.51670994
E02003523,9100SESARDM,5988.24357526
E02003520,9100BRGHTN,987.905735411
E02003521,9100BRGHTN,1694.57214097
E02006597,9100BILSHST,505.284066926
E02003529,9100COSHAM,577.900642343
E02006596,9100CHRSTSH,2951.08127474
E02006595,9100HORSHAM,1438.33762799
E02006594,9100CHRSTSH,1811.63234672
E02006593,9100HORSHAM,519.403544694
E02006592,9100CHRSTSH,4179.75017693
E02006591,9100HORSHAM,901.075956719
E02006590,9100HORSHAM,1457.3860274
E02006599,9100PULBRO,4212.30086934
E02006598,9100CHRSTSH,10481.0395807
E02003476,9100MKNSCEN,2326.4595437
E02003477,9100MKNSCEN,2524.79201527
E02003474,9100MKNSCEN,3715.57034226
E02003475,9100WOBURNS,3715.24359992
E02003472,9100MKNSCEN,1722.26010203
E02003473,9100MKNSCEN,1946.47704213
E02003470,9100WLVR,1773.53668926
E02003471,9100MKNSCEN,1617.82624667
E02003478,9100MKNSCEN,1155.20529942
E02006426,9100FRBRNTH,1154.22589511
E02003479,9100MKNSCEN,1362.51475274
E02006427,9100FRBRNTH,1731.97836263
E02006424,9100CMBLEY,1645.87896723
E02006425,9100FRIMLEY,956.648345374
E02006422,9100CMBLEY,2933.33750036
E02006423,9100CMBLEY,1018.01983471
E02006420,9100CMBLEY,1339.44102638
E02006421,9100BRKWOOD,3377.82937763
E02004416,9100NRMNSBY,7870.92602912
E02004417,9100POLGATE,5809.83826346
E02004414,9100UCKFILD,716.865765405
E02006429,9100UWRLNGH,388.941288898
E02004415,9100UCKFILD,4608.43268648
E02004412,9100BXTD,8903.60331886
E02004410,9100BXTD,1190.67924489
E02004411,9100UCKFILD,867.773008551
E02004418,9100POLGATE,4661.94040235
E02004419,9100POLGATE,4410.38712473
E02004726,9100HMBLE,1078.72012828
E02004727,9100SWNWICK,689.771436119
E02004724,9100BURSLDN,1154.32164681
E02004725,9100NETLEY,472.830430485
E02004722,9100HEDGEND,1712.75338741
E02004723,9100HEDGEND,2637.01696314
E02003716,9100BORNEND,312.220445783
E02004720,9100SWYTHLN,2799.28044891
E02003717,9100MARLOW,984.326561601
E02004721,9100HEDGEND,427.288904542
E02003714,9100BORNEND,2705.92753092
E02003715,9100MARLOW,2174.57393083
E02003712,9100HWYCOMB,3589.56323882
E02003713,9100BORNEND,2503.86196355
E02003710,9100HWYCOMB,1298.37558546
E02003711,9100HWYCOMB,2036.47676943
E02004728,9100SWNWICK,1048.08965028
E02004729,9100FAREHAM,1541.95746507
E02003718,9100MARLOW,393.677878175
E02004676,9100BMLY,5222.83984443
E02004677,9100NEWBURY,5893.09295265
E02004675,9100MIDGHAM,5141.89502826
E02004678,9100THATCHM,7090.77118042
E02004679,9100BMLY,802.279888624
E02006616,9100WVLSFLD,434.923908771
E02006617,9100BURGESH,869.036218028
E02006615,9100BURGESH,1729.0138288
E02006612,9100HYWRDSH,810.423063507
E02006613,9100HYWRDSH,1164.83667455
E02006610,9100BALCOMB,3133.96106361
E02006611,9100HYWRDSH,1392.36196752
E02006619,9100HASOCKS,3018.67334152
E02005986,9100SDON,17244.3415806
E02005985,9100CULHAM,3932.91810559
E02005984,9100RDLEY,12759.9650392
E02005983,9100RDLEY,3484.44251651
E02005982,9100RDLEY,2314.20273815
E02005981,9100RDLEY,1929.48148901
E02005980,9100RDLEY,4237.74783214
E02005988,9100DIDCOTP,12635.1567434
E02005036,9100DARTFD,1287.73421277
E02005037,9100BEXLEY,2109.36394513
E02005034,9100CRFD,1060.03929642
E02005035,9100DARTFD,2034.21276172
E02005032,9100DARTFD,913.442761308
E02006886,9100SDON,12756.755181
E02005033,9100STCR,977.16122312
E02005030,9100DARTFD,762.993751645
E02005031,9100SWNSCMB,692.794810929
E02006880,9100FLKSTNC,451.611093824
E02005038,9100DARTFD,2455.58432233
E02005039,9100FRNNGRD,2458.71888225
E02003346,9100CHATHAM,3332.34840056
E02003347,9100CHATHAM,3481.2125027
E02003344,9100CHATHAM,3113.25847731
E02003345,9100RAINHMK,2195.24283182
E02003342,9100RAINHMK,1027.86682536
E02003343,9100RAINHMK,2069.71202585
E02003340,9100CHATHAM,2212.96735243
E02003341,9100CXTN,1234.08521598
E02003348,9100RAINHMK,3290.08803488
E02006336,9100TOLWTH,1463.41163583
E02003349,9100RAINHMK,2574.75741382
E02006337,9100STLEIGH,88.7145826682
E02006334,9100OXSHOTT,997.358575064
E02006335,9100WRCSTRP,1105.50296033
E02006332,9100WEYBDGE,667.983368539
E02006333,9100CBHMSDA,2082.85394446
E02006330,9100WONT,1111.69132373
E02006331,9100CLYGATE,686.592875542
E02006338,9100EWELW,550.181659303
E02006339,9100EPSM,1397.65583405
E02003536,9100PSEA,1206.2408547
E02003537,9100FRATTON,1523.74572379
E02003534,9100HILSEA,1677.78436002
E02003535,9100FRATTON,1693.53748137
E02003532,9100HILSEA,1618.77013645
E02003533,9100HILSEA,2210.79633896
E02003530,9100HILSEA,1006.52228203
E02003531,9100HILSEA,725.777519769
E02003538,9100FRATTON,626.417170315
E02003539,9100PSEA,191.127237538
E02003446,9100ERLY,1096.81743132
E02003447,9100WINERSH,493.85991162
E02003445,9100ERLY,848.687334148
E02003442,9100WINETGL,2167.0476628
E02003443,9100ERLY,1364.22341144
E02003440,9100TWYFORD,408.026603312
E02003441,9100ERLY,2356.34078602
E02003448,9100WINERSH,1611.23486141
E02006436,9100GODSTON,1196.77510237
E02003449,9100ERLY,1624.98728551
E02006437,9100LINGFLD,399.353413188
E02006434,9100HRSTGRN,465.345517831
E02006435,9100NUTFILD,1669.77487645
E02006432,9100CATERHM,1135.57832081
E02006433,9100OXTEDBY,135.815681661
E02006430,9100CATERHM,1830.76374788
E02006431,9100CATERHM,246.530452354
E02006438,9100HORLEY,3600.99765416
E02006439,9100ALDRSHT,1800.35645671
E02004736,9100PCHESTR,756.92735414
E02004737,9100FAREHAM,642.44858138
E02004734,9100FAREHAM,1199.19076864
E02004735,9100FAREHAM,1551.33059649
E02004732,9100SWNWICK,2962.79199801
E02004733,9100SWNWICK,2588.60052902
E02004730,9100FAREHAM,823.954886666
E02004731,9100SWNWICK,2047.23336495
E02004738,9100PCHESTR,633.223771304
E02004739,9100FAREHAM,3226.1138938
E02005166,9100HBROOMS,429.43257712
E02005164,9100HBROOMS,450.632539282
E02005165,9100HBROOMS,3674.10497703
E02005162,9100PKWD,537.20584367
E02005163,9100HBROOMS,1636.04167236
E02005160,9100TONBDG,672.255151698
E02005161,9100TONBDG,597.523450474
E02005168,9100TUNWELL,1262.15340882
E02005169,9100TUNWELL,749.689699692
E02005997,9100CHBURY,1256.80821385
E02005996,9100HANDBRO,2953.48817657
E02005995,9100SPTN,452.429632363
E02005994,9100CHBURY,7059.13778218
E02005993,9100KINGHAM,6967.96357956
E02005992,9100DIDCOTP,4467.48375816
E02005991,9100DIDCOTP,12865.2100797
E02005999,9100FINSTCK,6900.58969742
E02005998,9100COMBE,1596.97952885
E02005006,9100HEADCRN,5899.06812075
E02005087,9100SWLY,1917.77464183
E02005007,9100ASHFKY,4624.15682714
E02005086,9100SPHS,838.883990862
E02005004,9100ASHFKY,2265.39835383
E02005085,9100MARDEN,471.215674392
E02005005,9100ASHFKY,5159.65365829
E02005084,9100HEADCRN,1218.4586528
E02005002,9100ASHFKY,1924.43885811
E02005083,9100EFARLGH,2438.14032446
E02005003,9100ASHFKY,2278.06938355
E02005082,9100BSTD,4146.33396809
E02005000,9100ASHFKY,266.555459839
E02005081,9100WTRNGBY,1826.92722802
E02005001,9100ASHFKY,1731.57210876
E02005080,9100BSTD,3662.88563192
E02005008,9100APDR,9987.12970073
E02005089,9100SWLY,469.584277556
E02005009,9100APDR,2950.10943041
E02005088,9100SWLY,781.378730309
E02004366,9100EBOURNE,400.961535039
E02004367,9100EBOURNE,1353.47908305
E02004364,9100EBOURNE,1353.93271574
E02004365,9100EBOURNE,766.845929027
E02004362,9100EBOURNE,1478.71071554
E02004363,9100EBOURNE,880.595803602
E02003356,9100ASCOT,1977.12497483
E02003357,9100MHERON,723.064410943
E02004361,9100HMPDNPK,2350.92893371
E02003354,9100BRACKNL,1511.5221424
E02003355,9100BRACKNL,1199.58866547
E02003352,9100MHERON,2573.93918915
E02003353,9100BRACKNL,2525.97495399
E02003350,9100CHATHAM,4153.71340292
E02003351,9100CHATHAM,5070.28753649
E02004368,9100STLNRWS,3193.24316759
E02004369,9100OREE,1336.19789394
E02003358,9100BRACKNL,820.161952671
E02006387,9100REIGATE,1756.69967443
E02003359,9100MHERON,1181.92788041
E02006386,9100REIGATE,1053.01621928
E02006385,9100REDHILL,530.260950063
E02006384,9100REDHILL,792.936910914
E02006383,9100REIGATE,453.174079511
E02006382,9100MERSTHM,678.026918339
E02006381,9100KGWD,861.15366489
E02006380,9100TADWTH,21.6298832406
E02006389,9100EARLSWD,1977.80572392
E02006388,9100EARLSWD,640.125981796
E02006566,9100CHCHSTR,3081.24654845
E02006567,9100SBOURNE,1138.50137176
E02006564,9100LIPHOOK,10584.8045502
E02006565,9100PULBRO,7238.85349614
E02006562,9100BILSHST,7729.37714326
E02006563,9100LISS,5952.00709162
E02006560,9100BOGNORR,3855.63466959
E02006561,9100HASLEMR,2813.98018524
E02006568,9100CHCHSTR,1392.97512379
E02006569,9100SBOURNE,805.15930357
E02003506,9100ALDTON,141.949523212
E02003587,9100RYDS,281.698984379
E02003507,9100FAMR,3452.27573276
E02003586,9100RYDS,1231.88153449
E02003504,9100BRGHLRD,353.317067435
E02003585,9100RYDE,4610.89569033
E02003505,9100BRGHLRD,494.681202373
E02003584,9100RYDE,464.295637132
E02003502,9100FSHRSGT,953.239058634
E02003583,9100RYDP,8679.0631947
E02003503,9100PSLDAWH,818.174666444
E02003582,9100RYDP,10697.6367082
E02003500,9100BRGHLRD,875.384922704
E02003581,9100RYDP,9897.66313999
E02003501,9100PRSP,238.268854217
E02003580,9100SHOLING,1065.62768415
E02003508,9100BRGHLRD,1251.29376878
E02003589,9100SMALBRK,10503.8723867
E02003509,9100HOVE,225.461437379
E02003588,9100SMALBRK,9227.9191787
E02003456,9100WOKNGHM,4802.45592402
E02003457,9100CRWTHRN,3027.83078287
E02003454,9100WOKNGHM,726.731087812
E02003455,9100MTIMER,5133.37642998
E02003452,9100WOKNGHM,1816.82486661
E02003453,9100WOKNGHM,1586.99888503
E02003450,9100ERLY,2948.09487893
E02003451,9100WOKNGHM,865.273092729
E02003458,9100CRWTHRN,1599.50635594
E02006406,9100STAINES,127.862618951
E02003459,9100WLVR,12243.627462
E02006407,9100ASFDMSX,1249.1766532
E02006404,9100ASFDMSX,1460.98990138
E02006405,9100ASFDMSX,383.990876487
E02006402,9100WBYFLET,1152.97518538
E02006403,9100HTRWTM5,1684.62228173
E02006400,9100CHTSEY,2878.36864102
E02006401,9100ADLESTN,1082.45430109
E02006408,9100UHALIFD,1381.97658849
E02006409,9100STAINES,1506.08181658
E02004706,9100LISS,343.657598666
E02004787,9100SOTNTQ,3512.62832733
E02004786,9100MBRK,2713.20239538
E02004704,9100LIPHOOK,6657.45335177
E02004785,9100LYNDHRD,3929.95893385
E02004705,9100LIPHOOK,836.325316673
E02004784,9100LYNDHRD,2024.26969317
E02004702,9100LIPHOOK,5789.19587275
E02004783,9100TOTTON,1318.87811275
E02004703,9100ALTON,7258.51814744
E02004782,9100TOTTON,779.881191175
E02004700,9100LIPHOOK,6539.21053822
E02004781,9100TOTTON,2441.76801922
E02004780,9100TOTTON,2020.71347158
E02004708,9100PTRSFLD,417.10315962
E02004789,9100SOTNTQ,4498.63442906
E02004709,9100RWLNDSC,5743.13325437
E02004788,9100HINTONA,12062.5210838
E02003687,9100GERRDSX,1749.83192201
E02003686,9100GERRDSX,2704.01179477
E02003685,9100SEERGRN,2795.38839117
E02003683,9100CHLFNAL,272.954623368
E02003682,9100AMERSHM,791.686238533
E02003681,9100AMERSHM,823.622182417
E02003680,9100GTMSNDN,1758.93963298
E02003689,9100GERRDSX,1077.90869477
E02003688,9100BCNSFLD,463.508956861
E02005174,9100SPHS,8325.12021154
E02005175,9100ETCHNGM,6755.42280537
E02005172,9100MARDEN,6902.80741014
E02005173,9100TUNWELL,931.710384947
E02005171,9100TUNWELL,1737.10730858
E02004842,9100COSHAM,6486.39510491
E02004840,9100BOTLEY,5275.66939019
E02004841,9100BOTLEY,3654.26582252
E02005016,9100WHSTBLE,225.478893935
E02005097,9100SVNOAKS,781.298460877
E02005017,9100WHSTBLE,653.699595206
E02005096,9100BATABAL,466.119399283
E02005014,9100CHSW,610.077863658
E02005095,9100OTFORD,1042.70547114
E02005015,9100HRNEBAY,1876.46446712
E02005094,9100DTNG,1665.58284025
E02005012,9100HRNEBAY,127.178069104
E02005093,9100EYNSFD,4070.74529105
E02005013,9100HRNEBAY,1393.71251927
E02005010,9100HRNEBAY,1073.63524232
E02005091,9100FRNNGRD,1450.72459017
E02005011,9100HRNEBAY,2740.35443375
E02005090,9100LGFD,1153.96499133
E02005018,9100WHSTBLE,2186.3018887
E02005099,9100HRSTGRN,5979.57091249
E02005019,9100STURRY,2960.4052199
E02005098,9100SVNOAKS,1065.25504242
E02004376,9100HASTING,499.463056917
E02004377,9100WSLE,347.946825215
E02004374,9100OREE,559.812402439
E02004375,9100STLNRWS,661.820520446
E02004372,9100OREE,253.342515698
E02004373,9100STLNRWS,1590.84923032
E02003326,9100GLNGHMK,776.97664474
E02004370,9100STLNRWS,2582.61541378
E02003327,9100RCHT,771.157078469
E02004371,9100OREE,1462.77937527
E02003324,9100CXTN,1890.45680703
E02003325,9100GLNGHMK,312.333560888
E02003322,9100GLNGHMK,708.668990208
E02003323,9100GLNGHMK,1258.89534896
E02003320,9100GLNGHMK,1262.60417738
E02003321,9100STROOD,1999.25522393
E02004378,9100STLNRWS,156.05619081
E02004379,9100PLMPTON,5689.57393747
E02003328,9100CHATHAM,313.003350201
E02006397,9100VRGNWTR,344.868016529
E02003329,9100GLNGHMK,954.018501812
E02006317,9100HAMPTON,1105.80688267
E02006396,9100CHTSEY,1998.55271607
E02006395,9100EGHAM,1316.36319573
E02006394,9100EGHAM,1834.47549613
E02006393,9100EGHAM,214.642026549
E02006392,9100HORLEY,368.979632915
E02006391,9100HORLEY,1041.17535421
E02006390,9100HORLEY,1542.39358947
E02006318,9100HCRT,695.980207767
E02006399,9100ADLESTN,886.816971526
E02006319,9100HAMPTON,1870.59304428
E02006398,9100CHTSEY,558.449744706
E02006576,9100THBDGS,1394.9350965
E02006577,9100IFIELD,923.740419727
E02006574,9100BOGNORR,9808.01442011
E02006575,9100IFIELD,1898.99821329
E02006572,9100CHCHSTR,1536.12854444
E02006573,9100BOSHAM,8240.32817335
E02006570,9100CHCHSTR,1003.13798303
E02006571,9100FSHBORN,627.931322347
E02006578,9100CRAWLEY,1047.00221265
E02006579,9100THBDGS,314.868021877
E02003516,9100HOVE,914.742632224
E02003597,9100SHANKLN,7625.96228287
E02003517,9100BRGHTN,206.413288589
E02003596,9100SHANKLN,289.421328288
E02003514,9100BRGHTN,421.500362657
E02003595,9100LAKEIOW,1023.47276499
E02003515,9100BRGHLRD,2346.56434747
E02003594,9100SNDOWN,593.985988912
E02003512,9100BRGHLRD,944.298579997
E02003593,9100LMTNPIR,13205.5977614
E02003513,9100ALDTON,743.960146337
E02003592,9100LMTNPIR,8267.77917101
E02003510,9100HOVE,993.21056497
E02003591,9100SMALBRK,10545.2371776
E02003511,9100PSLDAWH,361.633069884
E02003590,9100BRDING,3460.11478745
E02003518,9100HOVE,1011.69327481
E02003519,9100BRGHTN,1142.68990629
E02003598,9100SHANKLN,4572.78887306
E02003426,9100FURZEP,1719.35590554
E02003427,9100MDNHEAD,1159.09648414
E02003424,9100MDNHEAD,1308.8907744
E02003425,9100MDNHEAD,765.663204712
E02003422,9100COOKHAM,1658.1036102
E02003423,9100FURZEP,345.924400487
E02003420,9100SUNYMDS,2775.99147827
E02003421,9100FURZEP,961.907004357
E02003428,9100MDNHEAD,2499.05988572
E02006416,9100BAGSHOT,2924.52465453
E02003429,9100MDNHEAD,2850.02570019
E02006417,9100BAGSHOT,638.931216362
E02006414,9100SHEPRTN,1226.14113472
E02006415,9100SHEPRTN,294.029213353
E02006412,9100KMPTNPK,981.520620118
E02006413,9100UHALIFD,701.600813711
E02006410,9100SUNBURY,656.254766685
E02006411,9100STAINES,1109.98882511
E02006418,9100BAGSHOT,2060.1615642
E02006419,9100CMBLEY,1586.17405145
E02004716,9100ELGH,1994.59537802
E02004797,9100LMTNTWN,1452.51560103
E02004717,9100ELGH,1465.69184453
E02004796,9100NMILTON,2264.32673685
E02004714,9100CSFD,144.246736285
E02004795,9100LMTNTWN,103.44655873
E02004715,9100ELGH,997.392806887
E02004794,9100HINTONA,3784.39803133
E02004712,9100CSFD,1449.17550685
E02004793,9100SWAY,1964.71327512
E02004713,9100CSFD,1332.38282271
E02004792,9100HMBLE,6564.62699776
E02004710,9100RWLNDSC,4429.12809265
E02004791,9100NETLEY,6078.27489676
E02004790,9100HINTONA,11325.7834133
E02004718,9100ELGH,537.825615651
E02004799,9100NMILTON,651.194422734
E02004719,9100HEDGEND,3419.04693539
E02004798,9100NMILTON,325.244010014
E02003697,9100MNKRISB,2001.91933514
E02003696,9100MNKRISB,1187.14386848
E02003695,9100IVER,1930.77571972
E02003694,9100TAPLOW,1305.13551611
E02003693,9100TAPLOW,1720.15945535
E02003692,9100SLOUGH,3460.64044105
E02003691,9100BNHAM,4374.22465843
E02003690,9100DENHAM,331.365342527
E02003699,9100SUNDRTN,5196.75692086
E02003698,9100HWYCOMB,4300.69070749
E02005966,9100DIDCOTP,719.521866996
E02005967,9100DIDCOTP,781.379413275
E02005964,9100CULHAM,9300.48054088
E02005965,9100SUNDRTN,12948.7083566
E02005962,9100PRINRIS,5257.24321054
E02005963,9100CULHAM,4232.80438397
E02005960,9100HADMATP,3721.18010448
E02005961,9100OXFD,9712.78173966
E02005146,9100RAMSGTE,427.868985976
E02005147,9100RAMSGTE,1054.20710342
E02005144,9100RAMSGTE,756.815679973
E02005145,9100MINSTER,999.378576155
E02005142,9100RAMSGTE,1702.16629749
E02005143,9100DUMPTNP,284.670426987
E02005140,9100BRSR,665.508243077
E02005968,9100CHOLSEY,6793.14492315
E02005141,9100BRSR,500.589237843
E02005969,9100CHOLSEY,3949.79127069
E02005148,9100RAMSGTE,1229.39706875
E02005149,9100NWHYTHE,2966.01697962
E02003336,9100RAINHMK,894.323536213
E02003337,9100RCHT,2117.58888515
E02003334,9100CHATHAM,770.23916946
E02003335,9100CHATHAM,1117.2381518
E02003332,9100GLNGHMK,1589.87431753
E02003333,9100GLNGHMK,1551.65947703
E02003330,9100RCHT,1061.39123035
E02003331,9100RAINHMK,2256.0864813
E02003338,9100RAINHMK,446.082213527
E02003339,9100CHATHAM,1888.83274287
E02003435,9100WINDSEC,1537.93772352
E02005928,9100KINSSTN,3175.7461447
E02006359,9100GUILDFD,979.528749584
E02004400,9100CTNG,1557.40923092
E02005029,9100GNHT,463.241534279
E02004413,9100BXTD,9689.89827327
E02006614,9100HYWRDSH,1205.91131333
E02006618,9100BURGESH,606.194031355
E02005987,9100APPLEFD,4181.166459
E02003444,9100ERLY,543.242190469
E02005167,9100TUNWELL,3065.51124309
E02004707,9100PTRSFLD,551.79094216
E02005170,9100TUNWELL,1142.82353078
E02006646,9100SDON,6482.31857456
E02006647,9100KEMBLE,11530.4545971
E02006644,9100SDON,10110.6697354
E02006645,9100KEMBLE,11070.4615943
E02006642,9100PEWSEY,6106.67736399
E02006643,9100GRATELY,8258.97032674
E02006640,9100BEDYN,4502.41700229
